player_id,player_name,born,url,country_name,market_value
,Filip Marchwinski,2002,https://www.transfermarkt.pl/filip-marchwinski/profil/spieler/555106,Poland,4500000
,Kacper Tobiasz,2002,https://www.transfermarkt.pl/kacper-tobiasz/profil/spieler/658111,Poland,4500000
,Filip Szymczak,2002,https://www.transfermarkt.pl/filip-szymczak/profil/spieler/554972,Poland,3000000
,Michal Rakoczy,2002,https://www.transfermarkt.pl/michal-rakoczy/profil/spieler/529548,Poland,1500000
,Arkadiusz Pyrka,2002,https://www.transfermarkt.pl/arkadiusz-pyrka/profil/spieler/599733,Poland,1500000
,Kajetan Szmyt,2002,https://www.transfermarkt.pl/kajetan-szmyt/profil/spieler/658730,Poland,1500000
,Bartlomiej Kludka,2002,https://www.transfermarkt.pl/bartlomiej-kludka/profil/spieler/697437,Poland,1500000
,Gabriel Kobylak,2002,https://www.transfermarkt.pl/gabriel-kobylak/profil/spieler/559998,Poland,800000
,Kacper Bieszczad,2002,https://www.transfermarkt.pl/kacper-bieszczad/profil/spieler/554944,Poland,700000
,Lukasz Bejger,2002,https://www.transfermarkt.pl/lukasz-bejger/profil/spieler/554969,Poland,700000
